x,y,wl,wr
5.6871175814715,-1.98901242892634,1.5,1.5
5.81096234572247,-2.0894942174286,1.5,1.5
5.93303210753764,-2.1921250544289,1.5,1.5
6.05328957978422,-2.29687359056119,1.5,1.5
6.17169802890701,-2.40370782959219,1.5,1.5
6.28822128614888,-2.51259513819487,1.5,1.5
6.4028237585989,-2.6235022559166,1.5,1.5
6.5154704400643,-2.73639530533871,1.5,1.5
6.62612692176358,-2.85123980242471,1.5,1.5
6.73475940283673,-2.96800066705361,1.5,1.5
6.84133470067009,-3.08664223373546,1.5,1.5
6.94582026103221,-3.20712826250564,1.5,1.5
7.04818416801773,-3.32942194999462,1.5,1.5
7.14839515379642,-3.45348594066983,1.5,1.5
7.24642260816409,-3.57928233824618,1.5,1.5
7.34223658789278,-3.7067727172618,1.5,1.5
7.43580782587708,-3.83591813481534,1.5,1.5
7.52710774007405,-3.96667914246144,1.5,1.5
7.61610844223378,-4.09901579826046,1.5,1.5
7.70278274641808,-4.23288767897916,1.5,1.5
7.78710417730465,-4.36825389243819,1.5,1.5
7.86904697827413,-4.50507309000297,1.5,1.5
7.94858611927769,-4.64330347921392,1.5,1.5
8.02569730448261,-4.78290283655229,1.5,1.5
8.10035697969366,-4.92382852033767,1.5,1.5
8.1725423395479,-5.06603748375315,1.5,1.5
8.24223133448075,-5.20948628799441,1.5,1.5
8.30940267746115,-5.3541311155383,1.5,1.5
8.37403585049396,-5.49992778352735,1.5,1.5
8.43611111088719,-5.64683175726566,1.5,1.5
8.49560949728268,-5.79479816382244,1.5,1.5
8.55251283544791,-5.94378180573876,1.5,1.5
8.6068037438275,-6.09373717483341,1.5,1.5
8.65846563885252,-6.24461846610379,1.5,1.5
8.70748274000606,-6.39637959171736,1.5,1.5
8.75384007464354,-6.54897419508951,1.5,1.5
8.79752348256618,-6.70235566504354,1.5,1.5
8.83851962034636,-6.8564771500484,1.5,1.5
8.87681596540345,-7.01129157252984,1.5,1.5
8.91240081982898,-7.16675164325061,1.5,1.5
8.9452633139598,-7.32280987575534,1.5,1.5
8.9753934096983,-7.47941860087556,1.5,1.5
9.00278190357867,-7.63652998129073,1.5,1.5
9.02742042957814,-7.7940960261404,1.5,1.5
9.04930146167242,-7.95206860568345,1.5,1.5
9.06841831613464,-8.11039946599963,1.5,1.5
9.08476515357688,-8.26904024372917,1.5,1.5
9.09833698073392,-8.42794248084562,1.5,1.5
9.1091296519884,-8.58705763945783,1.5,1.5
9.1171398706372,-8.74633711663612,1.5,1.5
9.1223651898984,-8.90573225925853,1.5,1.5
9.12480401365868,-9.06519437887212,1.5,1.5
9.12445559696085,-9.2246747665654,1.5,1.5
9.12132004623143,-9.38412470784673,1.5,1.5
9.11539831924813,-9.54349549752454,1.5,1.5
9.10669222484729,-9.70273845458475,1.5,1.5
9.09520442237133,-9.86180493706068,1.5,1.5
9.08093842085649,-10.0206463568912,1.5,1.5
9.06389857796091,-10.1792141947622,1.5,1.5
9.0440900986336,-10.3374600149273,1.5,1.5
9.02151903352452,-10.4953354800029,1.5,1.5
8.99619227713634,-10.6527923657331,1.5,1.5
8.96811756571854,-10.8097825757202,1.5,1.5
8.93730347490423,-10.9662581561163,1.5,1.5
8.9037594170907,-11.1221713102708,1.5,1.5
8.86749563856433,-11.2774744133305,1.5,1.5
8.82852321637078,-11.4321200267871,1.5,1.5
8.78685405493142,-11.5860609129673,1.5,1.5
8.74250088240703,-11.739250049462,1.5,1.5
8.6954772468099,-11.8916406434901,1.5,1.5
8.64579751186548,-12.0431861461909,1.5,1.5
8.59347685262487,-12.1938402668436,1.5,1.5
8.53853125082949,-12.3435569870065,1.5,1.5
8.48097749002932,-12.4922905745742,1.5,1.5
8.42083315045628,-12.6399955977464,1.5,1.5
8.35811660365414,-12.7866269389058,1.5,1.5
8.2928470068669,-12.9321398083993,1.5,1.5
