# x_m,y_m,w_tr_right_m,w_tr_left_m
97.75603531244653,-62.22927533,1.5,1.5
97.41601927947937,-62.04948993,1.5,1.5
97.07503372090164,-61.86860009,1.5,1.5
96.73419708762955,-61.68746396,1.5,1.5
96.39132509658451,-61.50511337,1.5,1.5
96.04822823636074,-61.32259964,1.5,1.5
95.70439800959915,-61.13967924,1.5,1.5
95.35904520280943,-60.95594607,1.5,1.5
95.01369187886435,-60.77221388,1.5,1.5
94.66662617758173,-60.58757194,1.5,1.5
94.31908826426839,-60.40268004,1.5,1.5
93.97103750428367,-60.21751657,1.5,1.5
93.62132911674665,-60.03147252,1.5,1.5
93.27161931563127,-59.84542899,1.5,1.5
92.92042677417308,-59.65859794,1.5,1.5
92.56862685654565,-59.47144506,1.5,1.5
92.21640947424298,-59.2840714,1.5,1.5
91.86256005550521,-59.09583082,1.5,1.5
91.50869684402446,-58.90758422,1.5,1.5
91.15344450077968,-58.71859995,1.5,1.5
90.79757151437983,-58.52928683,1.5,1.5
90.44130754749104,-58.33976706,1.5,1.5
90.08349190223689,-58.14942318,1.5,1.5
89.72569072,-57.95908833,1.5,1.5
89.36645886,-57.76799378,1.5,1.5
89.00676888180014,-57.57665687,1.5,1.5
88.64652625,-57.38502734,1.5,1.5
88.28497484166438,-57.19270297,1.5,1.5
87.92342286235676,-57.00037967,1.5,1.5
87.56036068827366,-56.80725441,1.5,1.5
87.19698877325432,-56.61396577,1.5,1.5
86.83291491164094,-56.42030513,1.5,1.5
86.46778841247206,-56.22608595,1.5,1.5
86.10268871906794,-56.03188243,1.5,1.5
85.73586415447896,-55.83676281,1.5,1.5
85.36902398964082,-55.64163631,1.5,1.5
85.00122745694217,-55.44600251,1.5,1.5
84.63271482,-55.24998924,1.5,1.5
84.26391981,-55.05382718,1.5,1.5
83.89377532857564,-54.85694877,1.5,1.5
83.52365763569475,-54.66008605,1.5,1.5
83.15224523116181,-54.46253611,1.5,1.5
82.78053542026481,-54.26482944,1.5,1.5
82.40815189032489,-54.06676587,1.5,1.5
82.03489146501772,-53.86823735,1.5,1.5
81.66149528131243,-53.66963808,1.5,1.5
81.28672309546027,-53.47030842,1.5,1.5
80.91192379983218,-53.27096581,1.5,1.5
80.53610007,-53.07107982,1.5,1.5
80.15981638254438,-52.87095067,1.5,1.5
79.78303385774353,-52.67055769,1.5,1.5
79.40530727712724,-52.4696641,1.5,1.5
79.02759421205322,-52.26877919,1.5,1.5
78.64845034589229,-52.06713482,1.5,1.5
78.26933412469124,-51.86550665,1.5,1.5
77.88924556578661,-51.66336287,1.5,1.5
77.50875267675343,-51.46100556,1.5,1.5
77.12774679986362,-51.25837695,1.5,1.5
76.74590461498424,-51.05530508,1.5,1.5
76.36395402546361,-50.8521771,1.5,1.5
75.98078992,-50.64840527,1.5,1.5
75.59762517214645,-50.44463464,1.5,1.5
75.21347481422005,-50.24034139,1.5,1.5
74.82902788149124,-50.03589196,1.5,1.5
74.44398755336746,-49.83112852,1.5,1.5
74.05827255484806,-49.62600784,1.5,1.5
73.67235461451752,-49.4207808,1.5,1.5
73.28541129093243,-49.21501002,1.5,1.5
72.89846731847419,-49.00924047,1.5,1.5
72.51045820300206,-48.80290607,1.5,1.5
72.12230002403761,-48.59649398,1.5,1.5
71.73345390646615,-48.38971763,1.5,1.5
71.34413451,-48.1826912,1.5,1.5
70.95445138487676,-47.97547293,1.5,1.5
70.56395839911318,-47.7678256,1.5,1.5
70.17342411585736,-47.56015791,1.5,1.5
69.78181141382522,-47.35191836,1.5,1.5
69.39022454950825,-47.14369416,1.5,1.5
68.99774742575737,-46.93499817,1.5,1.5
68.60508146762973,-46.72620338,1.5,1.5
68.21179380126576,-46.51707963,1.5,1.5
67.81804785537972,-46.30771381,1.5,1.5
67.42396377235956,-46.09816982,1.5,1.5
67.02920585140691,-45.88826916,1.5,1.5
66.63432534323137,-45.67830494,1.5,1.5
66.23852716773474,-45.46785443,1.5,1.5
65.84274244821262,-45.2574127,1.5,1.5
65.44609394404085,-45.04651334,1.5,1.5
65.04932372877774,-44.83555091,1.5,1.5
64.65195916797606,-44.62427411,1.5,1.5
64.2542167,-44.41279803,1.5,1.5
63.85609631911421,-44.20112268,1.5,1.5
63.45743635905147,-43.9891621,1.5,1.5
63.058586655551146,-43.7771023,1.5,1.5
62.65900831207829,-43.56465677,1.5,1.5
62.25938863874479,-43.35219093,1.5,1.5
61.85893254077976,-43.13928206,1.5,1.5
61.458462496421966,-42.92636745,1.5,1.5
61.05731769138493,-42.71309578,1.5,1.5
60.65595662908129,-42.49971082,1.5,1.5
60.25413636114018,-42.2860834,1.5,1.5
59.85193816221144,-42.07225675,1.5,1.5
59.449442424061566,-41.85827361,1.5,1.5
59.04640708006943,-41.64400528,1.5,1.5
58.643249116153775,-41.42967347,1.5,1.5
58.23943050925485,-41.21499214,1.5,1.5
57.835610312452815,-41.00031166,1.5,1.5
57.431049073617984,-40.78523894,1.5,1.5
57.026446486729405,-40.57014595,1.5,1.5
56.62127601034077,-40.35475278,1.5,1.5
56.21593078117193,-40.13926842,1.5,1.5
55.81018021484427,-39.9235703,1.5,1.5
55.40415859562151,-39.70772981,1.5,1.5
54.997853553576256,-39.49174038,1.5,1.5
54.591170556334525,-39.27555175,1.5,1.5
54.18433842006187,-39.05928558,1.5,1.5
