x,y,L_track,R_track
-72.90372935,-21.78790786,1.5,1.5
-72.92419693,-21.08820715,1.5,1.5
-72.95813665,-20.38903043,1.5,1.5
-72.9629645,-19.68904708,1.5,1.5
-72.99917176,-18.98998411,1.5,1.5
-72.98069954,-18.29022788,1.5,1.5
-72.93675271,-17.59160876,1.5,1.5
-72.89649149,-16.89276755,1.5,1.5
-72.80334772,-16.1989922,1.5,1.5
-72.7030486,-15.50621512,1.5,1.5
-72.58216533,-14.81673181,1.5,1.5
-72.41151304,-14.137852,1.5,1.5
-72.23514544,-13.4604345,1.5,1.5
-72.01099734,-12.79729226,1.5,1.5
-71.74587571,-12.14944157,1.5,1.5
-71.68777592,-11.45185686,1.5,1.5
-71.46518988,-10.78818868,1.5,1.5
-71.14171265,-10.16741298,1.5,1.5
-70.78144272,-9.567241686,1.5,1.5
-70.39924499,-8.980790579,1.5,1.5
-70.00137005,-8.40486044,1.5,1.5
-69.63357103,-7.809273434,1.5,1.5
-69.25367296,-7.221330021,1.5,1.5
-68.8760057,-6.631951158,1.5,1.5
-68.46915197,-6.062328442,1.5,1.5
-68.02226232,-5.523543103,1.5,1.5
-67.52676307,-5.02909341,1.5,1.5
-67.03730381,-4.528663962,1.5,1.5
-66.54526875,-4.030766888,1.5,1.5
-66.07973308,-3.508008298,1.5,1.5
-65.62740014,-2.973784644,1.5,1.5
-65.02004558,-2.625761029,1.5,1.5
-64.61498776,-2.054859845,1.5,1.5
-64.30272508,-1.428368013,1.5,1.5
-64.17771581,-0.739620829,1.5,1.5
-64.18807634,-0.039697505,1.5,1.5
-64.38773276,0.631225228,1.5,1.5
-64.37968601,1.331178976,1.5,1.5
-64.27490802,2.02329282,1.5,1.5
-64.03656528,2.681466612,1.5,1.5
-63.6577559,3.270112052,1.5,1.5
-63.18227246,3.783839117,1.5,1.5
-62.56246279,4.10916353,1.5,1.5
-61.94417478,4.437370676,1.5,1.5
-61.30126225,4.714252387,1.5,1.5
-60.60365767,4.772112962,1.5,1.5
-59.90399452,4.793826486,1.5,1.5
-59.20437812,4.816997571,1.5,1.5
-58.50468882,4.837851491,1.5,1.5
-57.80526086,4.866144885,1.5,1.5
-57.11086487,4.954542935,1.5,1.5
-56.41129814,4.979168013,1.5,1.5
-55.71191604,5.008573408,1.5,1.5
-55.01241792,5.035075856,1.5,1.5
-54.31319793,5.06811219,1.5,1.5
-53.61361487,5.092268828,1.5,1.5
-52.9150967,5.137792134,1.5,1.5
-52.2172358,5.192474437,1.5,1.5
-51.5186235,5.236529635,1.5,1.5
-50.82163141,5.301352661,1.5,1.5
-50.12283133,5.342321599,1.5,1.5
-49.42540093,5.402245208,1.5,1.5
-48.72861235,5.469220319,1.5,1.5
-48.03015129,5.515611587,1.5,1.5
-47.33170278,5.562191444,1.5,1.5
-46.63182653,5.575352991,1.5,1.5
-45.93402048,5.630731046,1.5,1.5
-45.23665561,5.691412409,1.5,1.5
-44.53874004,5.745392569,1.5,1.5
-43.84195436,5.812397942,1.5,1.5
